	YW1	YW2	YW3	YW4	YW5	YW6	YW7	YW8
ENSG00000201340	0	0	0	0	0	0	0	0
ENSG00000201341	0	0	0	0	0	0	0	1
ENSG00000201342	0	0	0	1	0	0	0	0
ENSG00000201343	1	0	0	3	0	0	0	0
ENSG00000201346	0	0	0	0	0	0	0	0
ENSG00000201347	0	1	0	0	0	0	0	0
ENSG00000201348	0	0	1	0	0	0	0	0
ENSG00000201351	0	0	0	0	0	0	0	0
ENSG00000201354	0	0	0	0	0	0	0	0
ENSG00000201355	0	0	0	0	0	0	0	0
ENSG00000201356	0	0	0	0	0	0	0	0
ENSG00000201358	0	0	0	0	0	0	0	0
ENSG00000201361	0	0	0	0	0	0	0	0
ENSG00000201363	0	0	0	0	0	0	0	0
ENSG00000201364	0	0	0	0	0	0	0	0
ENSG00000201365	0	0	0	0	0	0	0	0
ENSG00000201367	0	0	0	1	0	0	0	0
ENSG00000201368	0	0	0	0	0	0	0	0
ENSG00000201370	0	0	0	0	0	0	0	0
ENSG00000201371	0	0	0	0	0	0	0	0
ENSG00000201372	1	0	0	2	0	1	0	0
ENSG00000201376	0	0	6	0	1	0	0	1
ENSG00000201377	0	0	2	0	2	2	2	0
ENSG00000201379	0	0	0	0	0	0	0	0
ENSG00000201382	1	1	2	1	0	0	0	1
ENSG00000201384	0	0	0	0	0	0	0	0
ENSG00000201386	0	0	0	0	0	0	0	0
ENSG00000201388	2	2	1	2	1	0	8	0
ENSG00000201390	0	0	0	0	0	0	0	0
ENSG00000201392	0	0	0	0	0	0	0	0
ENSG00000201393	0	0	0	0	0	0	0	0
ENSG00000201394	0	0	0	0	0	0	0	0
ENSG00000201395	0	0	0	0	0	0	0	0
ENSG00000201398	0	0	0	0	0	0	0	0
ENSG00000201403	0	0	0	0	0	0	0	0
ENSG00000201405	0	0	0	0	0	0	0	0
ENSG00000201407	0	0	0	0	0	0	0	0
ENSG00000201410	0	0	0	0	0	0	0	0
ENSG00000201412	0	0	0	0	0	0	0	0
ENSG00000201413	0	0	0	0	0	0	0	0
ENSG00000201415	0	0	0	0	0	0	0	0
ENSG00000201420	1	1	0	0	0	0	1	0
ENSG00000201421	0	0	0	0	0	0	0	0
ENSG00000201423	0	0	0	0	0	0	0	0
ENSG00000201426	0	0	0	0	0	0	0	0
ENSG00000201428	0	0	0	0	0	0	0	0
ENSG00000201431	0	0	0	0	0	0	0	0
ENSG00000201432	1	2	1	3	0	0	3	0
ENSG00000201433	0	0	0	0	0	0	0	0
ENSG00000201435	0	2	0	0	1	0	0	0
ENSG00000201436	0	0	0	0	0	0	0	0
ENSG00000201439	0	0	0	0	0	0	0	0
ENSG00000201440	0	0	0	0	0	0	0	0
ENSG00000201441	0	0	0	1	0	1	0	1
ENSG00000201442	0	0	0	0	0	0	0	0
ENSG00000201443	0	0	0	0	0	0	0	0
ENSG00000201444	0	0	0	0	0	0	0	0
ENSG00000201447	0	0	0	0	0	0	0	0
ENSG00000201448	0	0	1	2	0	0	0	0
ENSG00000201451	0	0	0	0	0	0	0	0
ENSG00000201452	0	0	0	0	0	0	0	0
ENSG00000201457	22	15	20	25	10	18	13	18
ENSG00000201458	0	0	0	0	0	0	0	0
ENSG00000201464	0	0	0	0	0	0	0	0
ENSG00000201465	0	0	0	0	0	0	0	0
ENSG00000201466	0	0	0	0	0	0	0	0
ENSG00000201467	0	0	0	0	0	0	0	0
ENSG00000201469	0	1	4	0	0	2	0	0
ENSG00000201470	0	1	4	1	0	2	0	3
ENSG00000201474	0	0	0	0	0	0	0	0
ENSG00000201476	0	0	0	0	0	0	0	0
ENSG00000201482	0	0	0	0	0	0	0	0
ENSG00000201483	0	0	0	0	0	0	0	0
ENSG00000201487	0	0	0	0	0	0	0	0
ENSG00000201489	0	0	0	0	0	0	0	0
ENSG00000201491	0	0	0	1	0	0	0	0
ENSG00000201492	0	0	0	0	0	0	0	0
ENSG00000201493	0	0	0	0	0	0	0	0
ENSG00000201496	0	0	0	0	0	0	0	0
ENSG00000201498	0	0	0	0	0	0	0	1
ENSG00000201499	2	1	2	3	3	3	1	3
ENSG00000201500	0	0	0	0	0	0	0	0
ENSG00000201501	0	0	0	0	0	0	0	0
ENSG00000201502	0	0	0	0	0	0	0	0
ENSG00000201510	0	0	0	0	0	0	0	0
ENSG00000201511	0	0	0	0	0	0	0	0
ENSG00000201512	52	47	66	51	35	55	62	63
ENSG00000201516	0	1	0	0	0	0	0	0
ENSG00000201517	0	0	0	0	0	0	0	0
ENSG00000201518	0	0	0	0	0	0	0	0
ENSG00000201519	0	0	0	0	0	0	0	0
ENSG00000201523	0	0	0	0	0	0	0	0
ENSG00000201524	0	0	0	0	0	0	0	0
ENSG00000201527	0	0	0	0	0	0	0	0
ENSG00000201529	0	0	0	0	0	0	0	0
ENSG00000201532	0	0	0	0	0	0	0	0
ENSG00000201533	0	0	0	0	0	0	0	0
ENSG00000201535	0	0	0	0	0	0	0	0
ENSG00000201541	0	0	0	0	0	0	0	0
ENSG00000201542	0	0	1	1	0	0	2	0
ENSG00000201544	5	2	1	3	1	0	2	1
ENSG00000201545	0	0	2	0	0	0	0	1
ENSG00000201547	0	1	0	0	0	0	0	0
ENSG00000201548	0	0	0	0	0	0	0	0
ENSG00000201549	0	0	0	0	0	0	0	0
ENSG00000201550	0	0	0	0	0	0	0	0
ENSG00000201554	0	0	0	0	0	0	0	0
ENSG00000201555	0	0	0	0	0	0	0	0
ENSG00000201557	0	0	0	0	0	0	0	0
ENSG00000201558	9	3	7	6	4	4	6	4
ENSG00000201560	0	0	0	0	0	0	0	0
ENSG00000201563	0	0	0	0	0	0	0	0
ENSG00000201564	0	0	0	0	0	0	0	0
ENSG00000201565	0	0	0	0	0	1	0	0
ENSG00000201566	0	0	0	0	0	0	0	0
ENSG00000201567	0	0	0	0	0	0	0	0
ENSG00000201569	0	0	0	0	0	0	0	0
ENSG00000201570	0	0	0	0	0	0	0	0
ENSG00000201573	0	5	1	4	0	3	0	5
ENSG00000201574	0	0	0	0	0	0	0	0
ENSG00000201579	1	3	2	2	0	3	1	2
ENSG00000201581	1	0	7	2	5	4	2	1
ENSG00000201583	0	0	0	0	0	0	0	0
ENSG00000201584	0	0	0	0	0	0	0	0
ENSG00000201586	0	1	2	1	0	4	4	0
ENSG00000201588	0	0	0	0	0	0	0	0
ENSG00000201591	0	0	0	0	0	0	0	0
ENSG00000201592	8	11	8	9	6	8	5	6
ENSG00000201594	0	0	0	0	0	0	0	0
ENSG00000201595	0	0	0	0	0	0	0	0
ENSG00000201596	0	0	0	0	0	0	0	0
ENSG00000201598	0	0	0	0	0	0	0	0
ENSG00000201600	0	0	0	0	0	0	1	0
ENSG00000201602	0	0	0	0	0	0	0	0
ENSG00000201604	0	0	0	0	0	0	0	0
ENSG00000201607	0	0	0	0	0	0	0	0
ENSG00000201608	0	0	0	1	0	0	0	0
ENSG00000201609	0	0	0	0	0	0	0	0
ENSG00000201610	1	0	0	0	0	0	0	2
ENSG00000201612	0	0	0	0	0	0	0	0
ENSG00000201613	0	0	0	0	0	0	0	0
ENSG00000201616	0	0	1	0	0	0	0	0
ENSG00000201618	0	0	0	0	0	0	0	0
ENSG00000201619	0	0	0	0	0	0	0	0
ENSG00000201620	0	0	0	0	0	0	0	0
ENSG00000201622	0	1	0	0	0	0	0	0
ENSG00000201623	0	0	0	0	0	0	0	0
ENSG00000201624	0	0	0	0	0	0	0	0
ENSG00000201627	0	0	0	0	0	0	0	0
ENSG00000201628	0	0	0	0	0	0	0	0
ENSG00000201633	0	0	0	0	0	0	0	0
ENSG00000201634	0	0	0	0	0	0	0	0
ENSG00000201635	0	0	0	0	0	0	0	0
ENSG00000201638	0	0	0	0	0	0	0	0
ENSG00000201640	0	0	0	0	0	0	0	0
ENSG00000201641	0	1	0	0	0	0	0	0
ENSG00000201642	0	0	0	0	0	0	0	0
ENSG00000201643	2	0	5	1	1	4	3	3
ENSG00000201644	0	0	0	0	0	0	0	0
ENSG00000201648	0	0	0	0	0	0	0	0
ENSG00000201649	0	0	0	1	0	0	1	0
ENSG00000201654	0	1	4	1	0	0	0	1
ENSG00000201658	0	0	0	0	0	0	0	0
ENSG00000201659	2	4	9	3	1	5	1	0
ENSG00000201660	0	0	0	0	0	0	0	0
ENSG00000201662	0	0	0	0	1	1	0	2
ENSG00000201663	0	0	0	0	0	0	0	0
ENSG00000201665	0	0	0	0	0	0	0	0
ENSG00000201666	0	0	0	0	0	0	0	0
ENSG00000201668	0	0	0	0	0	0	0	0
ENSG00000201671	0	0	0	0	0	0	0	0
ENSG00000201672	0	0	0	0	0	0	0	0
ENSG00000201674	0	0	0	0	0	0	0	0
ENSG00000201675	0	0	0	0	0	0	0	0
ENSG00000201676	0	0	0	0	0	0	0	0
ENSG00000201679	0	0	0	0	0	0	0	0
ENSG00000201680	0	0	0	0	0	0	0	0
ENSG00000201683	0	0	0	0	0	0	0	0
ENSG00000201684	1	5	5	13	3	4	3	4
ENSG00000201687	0	0	0	0	0	0	0	0
ENSG00000201689	0	0	0	0	0	0	0	0
ENSG00000201690	0	0	0	0	0	0	0	0
ENSG00000201695	0	0	0	0	0	0	0	0
ENSG00000201699	0	0	0	0	0	0	0	0
ENSG00000201700	0	0	0	0	0	0	0	0
ENSG00000201701	0	0	0	0	0	0	0	0
ENSG00000201704	0	0	0	0	0	0	0	0
ENSG00000201707	0	0	0	0	0	0	0	0
ENSG00000201708	0	0	0	0	0	0	0	0
ENSG00000201709	0	0	0	0	0	0	0	0
ENSG00000201710	0	0	0	0	0	0	0	0
ENSG00000201711	0	0	0	0	0	0	0	0
ENSG00000201713	0	0	0	0	0	0	0	0
ENSG00000201715	0	0	0	0	0	0	0	0
ENSG00000201723	0	0	0	0	0	0	0	0
ENSG00000201724	0	0	0	0	0	0	0	0
ENSG00000201725	0	0	0	0	0	0	0	0
ENSG00000201727	0	0	0	0	0	0	0	0
ENSG00000201728	0	1	0	0	1	0	1	0
ENSG00000201733	0	0	0	0	0	0	0	0
ENSG00000201736	0	0	0	0	0	0	0	0
ENSG00000201737	0	0	0	0	0	0	0	0
ENSG00000201741	0	0	0	0	0	0	0	0
ENSG00000201742	0	0	0	0	0	0	0	0
ENSG00000201744	0	0	0	0	0	0	0	0
ENSG00000201746	0	6	6	5	2	2	2	4
ENSG00000201747	0	0	0	0	1	0	0	1
ENSG00000201749	0	0	0	0	0	0	0	0
ENSG00000201752	0	0	0	0	0	0	0	0
ENSG00000201754	0	0	0	0	0	0	0	0
ENSG00000201756	0	0	0	0	0	0	0	0
ENSG00000201758	0	0	0	0	0	0	0	0
ENSG00000201761	0	0	0	0	0	0	0	0
ENSG00000201763	0	0	0	0	0	0	0	0
ENSG00000201766	0	0	0	0	0	0	0	0
ENSG00000201770	0	0	0	0	0	0	0	0
ENSG00000201772	3	13	17	2	7	10	3	9
ENSG00000201774	0	0	0	0	0	0	0	0
ENSG00000201775	0	0	0	0	0	0	0	0
ENSG00000201778	0	0	0	0	0	0	0	0
ENSG00000201780	0	0	0	0	0	0	0	0
ENSG00000201782	0	0	0	0	0	0	0	0
ENSG00000201785	0	0	0	0	0	0	0	0
ENSG00000201786	0	0	0	0	0	0	0	0
ENSG00000201788	0	0	0	0	0	0	0	0
ENSG00000201789	0	0	0	0	0	0	0	0
ENSG00000201790	0	0	0	0	0	0	0	0
ENSG00000201791	0	0	0	0	0	0	0	0
ENSG00000201793	0	1	1	1	0	0	0	1
ENSG00000201794	0	0	0	0	0	0	0	0
ENSG00000201796	0	0	0	0	0	0	0	0
ENSG00000201800	0	0	0	0	0	0	0	0
ENSG00000201801	0	0	0	2	1	3	0	1
ENSG00000201805	0	0	0	0	0	0	0	0
ENSG00000201806	0	0	0	0	0	0	1	0
ENSG00000201807	0	0	0	0	0	0	0	0
ENSG00000201809	0	0	0	0	0	0	0	0
ENSG00000201810	0	0	0	0	0	0	0	0
ENSG00000201811	0	2	0	0	0	0	1	0
ENSG00000201812	4	7	10	6	5	6	8	4
ENSG00000201813	0	0	0	0	0	0	0	0
ENSG00000201815	0	0	0	0	0	0	0	0
ENSG00000201816	0	0	0	0	0	0	0	0
ENSG00000201818	0	0	0	0	0	0	0	0
ENSG00000201820	0	0	1	0	0	0	0	0
ENSG00000201821	0	1	0	2	0	0	0	2
ENSG00000201822	0	0	2	0	0	0	0	0
ENSG00000201823	0	0	0	0	0	0	0	0
ENSG00000201825	0	0	0	0	0	0	0	0
ENSG00000201826	0	0	0	0	0	0	0	0
ENSG00000201827	0	0	0	0	0	0	0	0
ENSG00000201830	0	0	0	0	0	0	0	0
ENSG00000201831	0	0	0	0	0	0	0	0
ENSG00000201839	0	0	0	0	0	3	0	0
ENSG00000201843	0	0	0	0	0	0	0	0
ENSG00000201846	0	0	0	0	0	1	0	0
ENSG00000201847	0	2	5	0	1	1	0	1
ENSG00000201850	0	0	0	0	0	0	0	0
ENSG00000201852	0	0	0	0	0	0	0	0
ENSG00000201856	0	0	0	0	0	0	0	0
ENSG00000201860	0	0	0	0	0	0	0	0
ENSG00000201861	1	5	1	1	1	1	1	6
ENSG00000201863	0	0	0	1	1	0	0	0
ENSG00000201867	0	0	0	0	0	0	0	0
ENSG00000201868	0	0	0	1	1	0	0	0
ENSG00000201869	0	0	0	0	0	0	0	0
ENSG00000201875	0	0	0	0	0	0	0	0
ENSG00000201876	2	0	2	4	1	3	0	2
ENSG00000201881	0	0	0	0	0	0	0	0
ENSG00000201882	3	2	2	5	3	3	4	1
ENSG00000201884	0	0	0	0	0	0	0	0
ENSG00000201885	1	0	1	0	0	0	0	0
ENSG00000201892	0	0	0	0	0	0	0	0
ENSG00000201894	0	0	0	0	0	0	0	0
ENSG00000201896	0	0	0	0	0	0	0	0
ENSG00000201898	0	0	0	0	0	0	0	0
ENSG00000201899	0	0	0	0	0	0	0	0
ENSG00000201900	0	4	0	0	0	1	0	1
ENSG00000201901	0	0	0	2	0	0	0	0
ENSG00000201907	0	0	0	0	0	0	0	0
ENSG00000201909	0	0	0	0	0	0	0	0
ENSG00000201910	0	0	0	0	0	0	0	0
ENSG00000201912	0	0	0	0	0	0	0	0
ENSG00000201913	1	0	1	0	0	0	0	1
ENSG00000201916	0	0	0	0	0	1	0	0
ENSG00000201919	0	0	0	0	0	0	0	0
ENSG00000201920	0	0	0	0	0	0	0	0
ENSG00000201922	0	0	0	0	0	0	0	0
ENSG00000201923	0	0	0	0	0	0	0	0
ENSG00000201925	0	0	0	0	0	0	0	0
ENSG00000201931	0	0	0	0	0	0	0	0
ENSG00000201933	0	0	0	0	0	0	0	0
ENSG00000201938	0	0	0	0	0	0	0	0
ENSG00000201939	0	0	0	0	0	0	0	0
ENSG00000201942	0	0	0	0	0	0	0	1
ENSG00000201943	0	0	0	0	0	0	0	0
ENSG00000201944	2	9	3	8	4	4	5	4
ENSG00000201945	0	0	0	0	0	0	0	0
ENSG00000201950	0	0	0	0	0	0	0	0
ENSG00000201954	0	0	0	0	0	0	0	0
ENSG00000201955	0	0	0	0	0	0	0	0
ENSG00000201957	0	0	0	0	0	0	0	0
ENSG00000201959	0	1	0	1	0	1	0	0
ENSG00000201962	0	0	0	0	0	0	0	0
ENSG00000201965	0	0	0	0	0	0	0	0
ENSG00000201966	0	0	0	0	0	0	0	0
ENSG00000201967	0	0	1	0	0	0	0	0
ENSG00000201968	0	0	0	0	0	0	0	0
ENSG00000201969	0	0	0	0	0	0	0	0
ENSG00000201980	0	0	0	0	0	0	0	0
ENSG00000201984	0	0	0	0	0	0	0	0
ENSG00000201987	0	0	0	0	0	0	0	0
ENSG00000201988	0	0	0	0	0	0	0	0
ENSG00000201990	0	0	0	1	0	0	0	1
ENSG00000201992	0	0	0	0	0	0	0	0
ENSG00000201998	0	0	1	1	1	1	4	8
ENSG00000201999	0	0	0	0	0	0	0	0
ENSG00000202000	0	0	0	0	0	0	0	0
ENSG00000202001	0	0	0	0	0	0	0	0
ENSG00000202008	0	0	0	0	0	0	0	0
ENSG00000202014	0	0	0	0	0	0	0	0
ENSG00000202016	0	0	0	1	0	0	0	0
ENSG00000202017	0	0	0	0	0	0	0	0
ENSG00000202019	0	0	0	0	0	0	0	0
ENSG00000202021	0	0	0	0	0	0	0	0
ENSG00000202023	0	0	0	0	0	0	0	0
ENSG00000202024	0	0	0	0	1	0	0	0
ENSG00000202025	0	0	0	0	0	0	0	0
ENSG00000202026	0	0	0	0	0	0	0	0
ENSG00000202027	0	0	0	0	0	0	0	0
ENSG00000202029	0	0	0	0	0	0	0	0
ENSG00000202031	0	0	0	0	0	0	0	0
ENSG00000202034	0	0	0	0	0	0	0	0
ENSG00000202035	0	0	0	0	1	0	0	0
ENSG00000202039	0	0	0	0	0	0	0	0
ENSG00000202041	0	0	0	0	0	0	0	0
ENSG00000202044	0	0	0	0	0	0	0	0
ENSG00000202046	0	0	0	1	1	0	0	0
ENSG00000202047	0	0	0	1	0	0	0	0
ENSG00000202048	0	0	0	0	0	0	0	0
ENSG00000202050	0	0	0	0	0	0	0	0
ENSG00000202051	0	0	0	0	0	0	0	0
ENSG00000202054	0	0	0	0	0	0	0	0
ENSG00000202056	0	0	0	0	0	0	0	0
ENSG00000202058	69	63	91	92	70	53	80	48
ENSG00000202059	0	0	0	0	0	0	0	0
ENSG00000202060	0	0	0	0	0	0	0	0
ENSG00000202063	0	0	0	0	0	0	0	0
ENSG00000202069	0	0	0	0	0	0	0	0
ENSG00000202070	0	0	0	0	0	0	0	0
ENSG00000202071	2	0	0	0	0	0	1	0
ENSG00000202074	0	0	0	0	0	0	1	0
ENSG00000202078	3	2	9	5	2	5	4	3
ENSG00000202079	0	0	0	0	0	0	0	0
ENSG00000202081	0	0	0	0	0	0	0	0
ENSG00000202082	1	0	0	0	1	0	0	0
ENSG00000202089	0	0	0	0	0	0	0	0
ENSG00000202092	0	0	1	0	0	0	0	0
ENSG00000202093	0	0	0	0	0	0	0	0
ENSG00000202095	0	0	0	0	0	0	0	0
ENSG00000202099	0	0	3	0	0	0	0	0
ENSG00000202100	0	0	0	0	0	0	0	0
ENSG00000202103	0	0	0	0	0	0	0	0
ENSG00000202111	0	0	0	0	1	1	0	2
ENSG00000202112	0	0	0	0	0	0	0	0
ENSG00000202119	3	8	1	6	0	1	5	6
ENSG00000202124	0	2	1	2	0	0	0	3
ENSG00000202125	1	0	1	0	0	0	0	1
ENSG00000202137	0	0	0	0	0	0	0	0
ENSG00000202141	0	0	0	0	0	0	0	0
ENSG00000202142	0	0	0	0	0	0	0	0
ENSG00000202144	0	0	0	0	0	0	0	0
ENSG00000202146	0	0	0	0	0	0	0	0
ENSG00000202147	0	0	0	0	0	0	0	0
ENSG00000202150	3	13	3	6	1	7	2	6
ENSG00000202151	0	0	0	0	0	0	0	0
ENSG00000202157	0	0	0	0	0	0	0	0
ENSG00000202159	1	0	0	0	0	0	0	0
ENSG00000202160	0	0	0	0	0	0	0	0
ENSG00000202164	0	0	0	0	0	0	0	0
ENSG00000202167	0	0	0	0	0	0	0	0
ENSG00000202169	0	0	1	0	0	0	0	0
ENSG00000202172	0	0	0	1	2	0	0	0
ENSG00000202174	0	0	0	0	0	0	0	0
ENSG00000202175	0	0	1	0	0	0	0	0
ENSG00000202177	0	0	0	0	0	0	0	0
ENSG00000202182	0	0	0	0	0	0	0	0
ENSG00000202183	0	0	0	0	0	0	0	0
ENSG00000202184	0	0	0	0	0	0	0	0
ENSG00000202186	0	0	0	0	0	0	0	0
ENSG00000202187	0	0	0	0	1	0	0	0
ENSG00000202188	0	0	0	0	0	0	0	0
ENSG00000202189	0	0	0	0	0	0	0	0
ENSG00000202190	0	0	0	0	0	0	0	0
ENSG00000202191	0	0	0	0	0	0	0	0
ENSG00000202193	0	0	0	0	0	0	0	0
ENSG00000202195	0	0	0	0	0	0	0	0
ENSG00000202198	0	0	0	0	0	0	0	0
ENSG00000202199	0	0	0	0	0	0	0	0
ENSG00000202200	0	0	0	0	0	0	0	0
ENSG00000202205	0	0	0	0	0	0	0	0
ENSG00000202206	0	0	0	0	0	0	0	0
ENSG00000202211	0	0	0	0	0	0	0	0
ENSG00000202215	0	0	0	0	0	0	0	0
ENSG00000202216	0	0	0	0	0	0	0	0
ENSG00000202217	0	0	0	0	0	0	0	0
ENSG00000202222	1	1	2	3	3	1	0	0
ENSG00000202224	0	0	0	0	0	0	0	1
ENSG00000202225	0	0	0	0	0	0	0	0
ENSG00000202227	0	0	0	0	0	0	0	0
ENSG00000202229	0	0	0	0	0	1	0	0
ENSG00000202231	0	0	0	0	0	0	0	0
ENSG00000202233	0	0	0	0	0	0	0	0
ENSG00000202237	0	0	1	0	0	0	0	0
ENSG00000202239	0	0	1	0	0	1	0	0
ENSG00000202240	0	0	0	0	0	0	0	0
ENSG00000202241	0	0	0	0	0	0	0	0
ENSG00000202242	0	0	0	0	0	0	0	0
ENSG00000202245	0	0	0	0	0	0	0	0
ENSG00000202248	0	0	0	0	0	0	0	0
ENSG00000202249	0	0	0	0	0	0	0	0
ENSG00000202251	0	0	0	0	0	0	0	0
ENSG00000202252	0	0	0	0	0	0	0	0
ENSG00000202254	0	0	0	0	0	0	0	0
ENSG00000202255	1	1	5	1	4	3	4	4
ENSG00000202257	0	0	0	0	0	0	0	0
ENSG00000202259	0	0	0	0	0	0	0	0
ENSG00000202260	0	0	0	0	0	0	0	0
ENSG00000202261	0	0	0	0	0	0	0	0
ENSG00000202263	0	0	0	0	0	0	0	0
ENSG00000202264	0	0	0	0	0	0	0	0
ENSG00000202265	0	0	0	0	0	0	0	0
ENSG00000202268	0	0	0	0	0	0	0	0
ENSG00000202269	0	0	0	0	0	0	0	0
ENSG00000202270	0	0	0	0	0	0	0	0
ENSG00000202272	0	2	0	0	0	0	0	0
ENSG00000202273	1	0	0	0	0	0	0	0
ENSG00000202275	0	0	0	2	0	0	0	0
ENSG00000202276	1	0	0	0	0	0	1	0
ENSG00000202279	1	0	0	5	2	2	1	1
ENSG00000202281	0	0	0	0	0	0	0	0
ENSG00000202283	0	0	0	0	0	0	0	0
ENSG00000202285	0	0	0	0	0	0	0	0
ENSG00000202290	0	0	0	0	0	0	0	0
ENSG00000202293	0	0	0	0	0	0	0	0
ENSG00000202296	0	0	0	0	0	0	0	0
ENSG00000202297	1	1	0	0	0	1	0	2
ENSG00000202300	0	0	0	0	0	0	0	0
ENSG00000202304	0	0	0	0	0	0	0	0
ENSG00000202306	0	0	0	0	0	0	0	0
ENSG00000202308	0	0	0	0	0	0	0	0
ENSG00000202309	0	0	0	0	0	0	0	0
ENSG00000202310	0	0	1	0	3	1	0	1
ENSG00000202313	0	0	0	0	0	0	0	0
ENSG00000202314	5	12	10	7	5	13	7	6
ENSG00000202317	0	0	0	0	0	0	0	0
ENSG00000202318	0	0	0	0	0	0	0	0
ENSG00000202322	0	0	0	0	0	0	0	0
ENSG00000202324	0	0	0	0	0	0	0	0
ENSG00000202329	0	0	0	0	0	0	0	0
ENSG00000202331	0	0	0	0	0	0	0	0
ENSG00000202332	0	0	0	0	0	0	0	0
ENSG00000202334	0	0	0	0	0	0	0	0
ENSG00000202335	0	0	0	0	0	0	0	0
ENSG00000202336	0	0	0	0	0	0	0	0
ENSG00000202337	5	9	4	6	4	27	5	12
ENSG00000202339	0	0	0	0	0	0	0	0
ENSG00000202341	0	1	0	0	0	0	0	0
ENSG00000202343	15	23	34	34	23	17	19	22
ENSG00000202344	0	0	0	0	0	0	0	0
ENSG00000202345	0	0	0	0	0	0	0	0
ENSG00000202347	5	16	18	14	11	7	7	14
ENSG00000202350	0	0	0	0	0	0	0	0
ENSG00000202351	0	0	0	0	0	0	0	0
ENSG00000202354	0	0	0	0	0	0	1	0
ENSG00000202356	0	0	0	0	0	0	0	0
ENSG00000202357	0	0	0	0	0	0	0	0
ENSG00000202358	6	14	12	11	3	9	9	6
ENSG00000202360	0	0	0	0	0	0	0	0
ENSG00000202361	0	1	1	0	0	0	0	0
ENSG00000202363	0	0	0	0	0	0	0	0
ENSG00000202368	0	0	0	0	0	0	0	0
ENSG00000202373	0	0	0	0	0	0	0	0
ENSG00000202374	0	0	1	1	0	0	0	0
ENSG00000202377	0	0	0	0	0	0	0	0
ENSG00000202379	0	0	0	0	0	0	0	0
ENSG00000202380	0	0	0	0	0	0	0	0
ENSG00000202382	1	7	7	8	3	2	7	7
ENSG00000202383	0	0	0	0	0	0	0	0
ENSG00000202385	0	0	0	0	0	0	0	0
ENSG00000202386	0	0	0	0	0	0	0	0
ENSG00000202388	0	0	0	0	0	0	0	0
ENSG00000202389	0	0	0	0	0	0	0	0
ENSG00000202392	2	0	2	3	0	0	3	1
ENSG00000202395	0	0	0	0	0	0	0	0
ENSG00000202398	0	0	0	0	0	0	0	0
ENSG00000202399	0	0	0	0	0	0	0	0
ENSG00000202400	0	0	0	1	0	0	0	0
ENSG00000202402	0	0	0	0	0	0	0	0
ENSG00000202406	0	0	0	0	0	0	0	0
ENSG00000202407	0	0	0	0	0	0	0	0
ENSG00000202408	0	0	0	0	0	0	0	0
ENSG00000202410	0	0	0	0	0	0	0	0
ENSG00000202411	2	0	0	0	0	0	0	0
ENSG00000202412	0	0	0	0	0	0	0	0
ENSG00000202414	0	0	0	0	0	0	0	0
ENSG00000202415	3	7	6	4	1	7	1	2
ENSG00000202417	0	0	0	0	0	0	0	0
ENSG00000202422	0	0	0	0	0	0	0	0
ENSG00000202423	0	0	0	0	0	0	0	0
ENSG00000202427	0	0	0	0	0	0	0	0
ENSG00000202428	0	0	0	0	0	0	0	0
ENSG00000202429	0	0	0	0	0	0	0	0
ENSG00000202430	0	0	0	0	0	0	0	0
ENSG00000202431	0	0	0	0	0	0	0	0
ENSG00000202433	0	0	0	0	0	0	0	0
ENSG00000202434	0	0	0	0	0	0	0	0
ENSG00000202438	0	0	0	0	0	0	0	0
ENSG00000202440	0	0	0	0	0	0	0	0
ENSG00000202441	0	0	0	0	0	0	0	0
ENSG00000202444	0	0	0	0	0	0	0	0
ENSG00000202445	0	0	0	0	0	0	0	0
ENSG00000202449	0	0	0	0	0	0	0	0
ENSG00000202459	0	0	0	0	0	0	0	0
ENSG00000202461	0	0	0	0	0	0	0	0
ENSG00000202468	0	0	0	0	0	0	0	0
ENSG00000202469	0	0	0	0	0	0	0	0
ENSG00000202470	0	1	0	0	0	0	0	0
ENSG00000202471	0	0	0	0	0	0	0	0
ENSG00000202472	0	0	0	0	0	0	1	0
ENSG00000202473	0	0	0	0	0	0	0	0
ENSG00000202474	13	19	21	32	11	17	18	32
ENSG00000202476	0	0	0	0	0	0	0	0
ENSG00000202478	0	0	0	0	0	0	0	0
ENSG00000202479	1	0	0	0	0	1	1	0
ENSG00000202485	0	0	0	0	0	0	0	0
ENSG00000202490	0	0	0	0	0	0	0	0
ENSG00000202491	0	0	0	0	0	0	0	0
ENSG00000202495	0	0	0	0	0	0	0	0
ENSG00000202497	0	0	0	0	0	0	0	0
ENSG00000202498	0	0	0	0	0	0	0	0
ENSG00000202499	0	0	0	0	0	0	0	0
ENSG00000202502	0	1	0	0	0	0	1	0
ENSG00000202503	0	0	0	0	0	0	0	0
ENSG00000202508	0	0	0	2	0	0	1	1
ENSG00000202512	0	0	0	0	0	0	0	0
ENSG00000202513	0	0	0	0	1	0	0	0
ENSG00000202514	0	0	0	0	0	0	0	0
ENSG00000202515	1	3	5	0	0	2	1	0
ENSG00000202517	0	0	0	0	0	0	0	0
ENSG00000202521	0	0	0	0	0	0	0	0
ENSG00000202522	0	0	0	0	0	0	0	0
ENSG00000202523	3	4	9	8	1	6	3	2
ENSG00000202526	0	0	0	0	0	0	0	0
ENSG00000202528	0	0	0	0	0	0	0	0
ENSG00000202529	0	0	0	0	0	0	0	0
ENSG00000202532	0	0	0	0	0	0	0	0
ENSG00000202533	1	4	3	2	1	0	4	2
